PERMIT_TYPE,PERMIT#,PERMIT_RSN,PROJECT_NAME,LOCATION,EXPIRATION,CONTRACTOR,PHONE#,TOTAL_DAYS
DS,2019-033116 DS,12148005,MUNIZ - LONG BOW LN 100-410 blk,100-410 LONG BOW LN,9/1/19,Muniz Concrete & Contracting Inc,5128106955,180
DS,2019-033860 DS,12148890,MUNIZ - HUDSON ST 5500-5523 BLK,5500-5523 HUDSON ST,9/1/19,Muniz Concrete & Contracting Inc,5128106955,180
DS,2019-018223 DS,12130421,PWD / MUNIZ - W 5TH ST 1100 BLK - SIDEWALK / C&G,1100-1109 W 5TH ST,8/5/19,Muniz Concrete & Contracting Inc,5128106955,180
DS,2019-017914 DS,12130076,PWD/MUNIZ - Grouse Meadow 9400 BLK - IDIQ ADA 20,9400-9414 GROUSE MEADOW LN,8/7/19,Muniz Concrete & Contracting Inc,5128106955,180
DS,2019-020946 DS,12133604,PWD/MUNIZ - VANDERBILT LN 2100 BLK - IDIQ QCS ,2100-2109 VANDERBILT LN,8/7/19,Muniz Concrete & Contracting Inc,5128106955,180
DS,2019-016613 DS,12128506,PWD / MUNIZ - E MARTIN LUTHER KING BLVD 3200 BLK - IDIQ Quater Cent- MLK,3200-3247 E MARTIN LUTHER KING JR BLVD,7/30/19,Muniz Concrete & Contracting Inc,5128106955,180
DS,2019-016610 DS,12128503,PWD/MUNIZ - DELANO ST 1200 BLK - IDIQ ADA 20,1200-1311 DELANO ST,7/30/19,Muniz Concrete & Contracting Inc,5128106955,180
DS,2019-016618 DS,12128511,PWD/MUNIZ - TILLERY ST 1700 BLK - IDIQ QC- Tillery,1704-1717 TILLERY ST,7/30/19,Muniz Concrete & Contracting Inc,5128106955,180
DS,2019-014508 DS,12126002,PWD/MUNIZ - GUADALUPE ST 6608-6613 - ADA 20,6608-6613 GUADALUPE ST,7/27/19,Muniz Concrete & Contracting Inc,5128106955,180
DS,2019-015171 DS,12126755,PWD / MUNIZ - QUAIL MEADOW DR 9400 blk - ADA 20,9400-9433 QUAIL MEADOW DR,7/28/19,Muniz Concrete & Contracting Inc,5128106955,180
DS,2018-184585 DS,12072391,URBAN ATX DEVELOPMENT - PEACH TREE ST 2115,2115 PEACH TREE ST,9/18/19,Urban ATX Development LLC,9732203055,181
DS,2018-101520 DS,11963733,J3 - 2505 ALBATA AVE - Install Driveway and C&G,2505 ALBATA AVE,9/30/19,J3 Concrete LLC,5129147766,181
DS,2019-045059 DS,12162016,PC CONCRETE - HOLLY ST 1213 - DRIVEWAY INSTALLATION,1213 HOLLY ST,9/29/19,PC Concrete,5127848373,181
DS,2019-012491 DS,12123765,KBC - MAHAN DR 1100 - D/W,1100 MAHAN DR,10/9/19,KB Concrete,5128484605,181
DS,2016-121799 DS,11610755,CIM - 2200 MAXWELL LN - Install Driveway,2200 MAXWELL LN,10/2/19,"CIM Enterprises, Inc.",5126364711,181
DS,2019-029281 DS,12143484,CIM - GROUNDHOG WAY 7601 - D/W and S/W,7601 GROUNDHOG WAY,10/1/19,"CIM Enterprises, Inc.",5126364711,181
DS,2017-158251 DS,11841031,JTSCC - S 2ND ST 1608,1608 S 2ND ST,10/1/19,"J. TWO SONS CONCRETE CONTRACTORS, LLC",5125630785,181
DS,2018-179268 DS,12059970,AZAVACHE - ELEANOR ST 1220 - DRIVEWAY INSTALLATION,1220 ELEANOR ST,9/24/19,Azavache Concrete,5128453188,181
DS,2019-054649 DS,12173594,JB CONCRETE - WILLOW ST 2001 - DRIVEWAY INSTALLATION,2001 WILLOW ST,10/9/19,JB CONCRETE SERVICES,5127319285,181
DS,2018-154306 DS,12022970,JB CONCRETE - WILLOW ST 2001 - DRIVEWAY INSTALLATION,2001 WILLOW ST,10/9/19,JB CONCRETE SERVICES,5127319285,181
DS,2019-013021 DS,12124340,JB CONCRETE - 5501 RIDGE OAK DR,5501 RIDGE OAK DR,7/24/19,JB CONCRETE SERVICES,5127319285,181
DS,2018-205964 DS,12097646,RANGEL FOUNDATIONS - 11520 BRINDLE CT,11520 BRINDLE CT,9/25/19,Rangel Foundations Inc.,5127485750,181
DS,2019-038980 DS,12154901,CC - MANOR RD 3200 BLK - DRIVEWAY ONLY,3218 MANOR RD,9/16/19,Chandler Concrete Inc.,5128445342,181
DS,2016-109487 DS,11596315,6201 FLORENCIA LN,6201 FLORENCIA LN,9/22/19,"Ram Foundations, Inc.",5122846049,181
DS,2018-160900 DS,12030619,13000 FORESTON DR,13000 FORESTON DR,9/16/19,"Rio Construction, Inc.",5124178809,181
DS,2019-007374 DS,12117700,BLANCO - BRAMBLE BERRY DR 10408,10408 BRAMBLE BERRY DR,8/6/19,"Blanco Concrete, LLC",5122669998,181
DS,2019-007363 DS,12117680,BLANCO - BRAMBLE BERRY DR 10404,10404 BRAMBLE BERRY DR,8/6/19,"Blanco Concrete, LLC",5122669998,181
DS,2019-007352 DS,12117662,BLANCO - BRAMBLE BERRY DR 10400,10400 BRAMBLE BERRY DR,8/6/19,"Blanco Concrete, LLC",5122669998,181
DS,2018-135138 DS,12002435,BLANCO - 6712 KALAHARI DR - Install Sidewalk and driveway,6712 KALAHARI DR,10/1/19,"Blanco Concrete, LLC",5122669998,181
DS,2018-205902 DS,12097561,G&P - LAURIE LN 10212 - DRIVEWAY INSTALLATION,10212 LAURIE LN,10/9/19,G & P Contractors Inc,5123125800,181
DS,2018-133903 DS,12000987,FM CONCRETE - AGGIE LN 1302,1302 AGGIE LN,10/8/19,FM Concrete,5128481627,181
DS,2019-022188 DS,12135093,BLANCO - CARDINAL FLOWER DR 13200 - DRIVEWAY INSTALLATION,13200 CARDINAL FLOWER DR,9/30/19,"Blanco Concrete, LLC",5122669998,181
DS,2019-022370 DS,12135320,BLANCO - GLOBE MALLOW 4905- DRIVEWAY INSTALLATION,4905 GLOBE MALLOW DR,9/30/19,"Blanco Concrete, LLC",5122669998,181
DS,2019-053755 DS,12172489,RCC - REDD ST 1606,1606 REDD ST,10/7/19,"Rangel Concrete Co.LTD,",5122800995,181
DS,2018-197129 DS,12087064,RCC - REDD ST 1606,1606 REDD ST,10/7/19,"Rangel Concrete Co.LTD,",5122800995,181
DS,2019-025321 DS,12138840,RANGEL - BISHOP PASS 6720 - DRIVEWAY INSTALLATION,6720 BISHOP PASS,9/28/19,"Rangel Concrete Co.LTD,",5122800995,181
DS,2018-189681 DS,12078110,FCW - DURNESS DR 925,925 DURNESS DR,10/8/19,Flecha's Concrete Works LLC,5127019080,182
DS,2018-014047 DS,11861483,AZAVACHE - CLOVIS ST 6218 - DRIVEWAY INSTALLATION,6218 CLOVIS ST,10/1/19,Zavaleta's Drywall,5125768015,182
DS,2018-213137 DS,12106327,ALC - MC BEE ST 2508 - D/W and S/W,2508 MC BEE ST,10/2/19,A&L Concrete LLC,7373339067,182
DS,2019-019776 DS,12132232,ALC - MC BEE ST 2510 - D/W and S/W,2510 MC BEE ST,10/2/19,A&L Concrete LLC,7373339067,182
DS,2018-213924 DS,12107320,APIS - ALEXANDRIA DR 4111,4111 ALEXANDRIA DR,7/17/19,All Points Inspection Services LLC,5122725056,182
DS,2019-033140 DS,12148042,CAPTEX CONCRETE - SHIVA KAMINI WAY 6700,6700 SHIVA KAMINI WAY,9/18/19,"Captex Concrete, LLC",5126102350,182
DS,2018-006042 DS,11851763,CC - MONTOPOLIS DR 202 - d/w and s/w,202 MONTOPOLIS DR,9/25/19,Constructex Construction LLC,5129347752,182
DS,2019-052799 DS,12171396,SC - CLEARVIEW DR 3306 - D/W and C&G,3306 CLEARVIEW DR,10/9/19,S Construction,5129238164,182
DS,2018-076305 DS,11933738,GORGONIO - 7717 ORISHA DR - Install Driveway,7717 ORISHA DR,9/30/19,Gorgonio Saldana Concrete,5122030230,182
DS,2018-126774 DS,11992891,KRM C&C - RUNDELL PL 2018,2018 RUNDELL PL,10/9/19,"KRM Concrete & Construction, Inc.",5122521085,182
DS,2019-045833 DS,12162893,FMC - JESSIE ST 700 - DRIVEWAY INSPECTION,700 JESSIE ST BLDG 2,9/24/19,FM Concrete,5128481627,182
DS,2019-040799 DS,12157044,BLANCO - CARDINAL FLOWER DR 13112 - DRIVEWAY INSTALLATION,13112 CARDINAL FLOWER DR,10/9/19,"Blanco Concrete, LLC",5122669998,182
DS,2018-208819 DS,12101085,RANGEL CONCRETE - 10800 DEFENDER TRL - Driveway/Sidewalk install,10800 DEFENDER TRL,9/9/19,"Rangel Concrete Co.LTD,",5122800995,182
DS,2018-211852 DS,12104796,RANGEL - BRANRUST DR 7400 - DRIVEWAY INSTALLATION ,7400 BRANRUST DR,9/29/19,"Rangel Concrete Co.LTD,",5122800995,182
DS,2018-214995 DS,12108595,DICKEY - CANTARRA DR 13808 - DRIVEWAY INSTALLATION,13808 CANTARRA DR,9/30/19,"Dickey & Son Concrete, Inc",51225296362011,182
DS,2019-031451 DS,12146026,RANGEL - RANCHITO DR 6809 - DRIVEWAY INSTALLATION,6809 RANCHITO DR,9/28/19,"Rangel Concrete Co.LTD,",5122800995,182
DS,2018-189679 DS,12078103,FLECHAS - 801 DURNESS DR - Sidewalk / Driveway,801 DURNESS DR,9/4/19,Flecha's Concrete Works LLC,5127019080,183
DS,2019-053647 DS,12172339,AGE - SANTA ROSA ST 2201 - DW/C&G INSTALL,2201 SANTA ROSA ST,10/9/19,Amaya Garcia Enterprise LLC,5124818113,183
DS,2018-197603 DS,12091611,BIG TEX - HEYWOOD DR 13916 - DRIVEWAY INSTALLATION,13916 HEYWOOD DR,9/30/19,"BIG TEX FOUNDATION, LLC",5125240383,183
DS,2018-006867 DS,11852858,EBC - WALLER ST 1502 - DRIVEWAY INSTALLATION,1502 WALLER ST,9/18/19,EB Construction,5126958332,183
DS,2015-003212 DS,11274888,J TWO SONS - MAXWELL LN 2020- Install driveway and C&G,2020 MAXWELL LN,9/24/19,"J. TWO SONS CONCRETE CONTRACTORS, LLC",5125630785,183
DS,2018-195248 DS,12084541,2500 RIDGEPOINT DR,2500 RIDGEPOINT DR,5/15/19,"A PLUS ASPHALT & CONCRETE, LLC",5122518920,183
DS,2019-028947 DS,12143073,RANGEL FOUNDATIONS - SELKIRK DR 11708 - DRIVEWAY INSTALLATION,11708 SELKIRK DR,9/17/19,Rangel Foundations Inc.,5127485750,183
DS,2019-010634 DS,12121556,RANGEL - DEFENDER TRL 10821 - DRIVEWAY INSTALLATION,10821 DEFENDER TRL,9/29/19,"Rangel Concrete Co.LTD,",5122800995,183
DS,2019-027401 DS,12141225,RANGEL - BACHMAN DR 11200 - DRIVEWAY INSTALLATION,11200 BACHMAN DR,9/29/19,"Rangel Concrete Co.LTD,",5122800995,183
DS,2019-049003 DS,12166772,J3 CONCRETE - 3712 BONNIE RD - Install Driveway for Secondary Residence,3712 BONNIE RD,10/2/19,J3 Concrete LLC,5129147766,184
DS,2018-134180 DS,12001342,J3 CONCRETE - 3712 BONNIE RD - Install Driveway for Primary Residence,3712 BONNIE RD,10/2/19,J3 Concrete LLC,5129147766,184
DS,2017-022694 DS,11679391,BCB - CLEARVIEW DR 3413 - DRIVEWAY INSTALLATION,3413 CLEARVIEW DR,10/5/19,Bee Cave Builders LLC,5125778696,184
DS,2019-043081 DS,12159655,RLC - WOODROW AVE 4800 BLK - DRIVEWAY  INSTALLATION,4800-4811 WOODROW AVE,9/22/19,Red Line Concrete LLC,5127880205,184
DS,2019-021135 DS,12133823,PAVECON - EXCHANGE DR 8013 - DRIVEWAY INSTALLATION,8013 EXCHANGE DR,9/15/19,"PAVECON, LTD.",9722633223,184
DS,2019-052162 DS,12170665,AZAVACHE - ST JOHNS CIR 7007 - DRIVEWAY INSTALLATION ,7007 ST JOHNS CIR,10/6/19,Azavache Concrete,5128453188,184
DS,2019-000475 DS,12110055,DCC - SAMUEL TRL 15712 - DRIVEWAY INSTALLATION,15712 SAMUEL TRL,9/28/19,Delta Concrete and Construction Services,5125687049,184
DS,2018-116919 DS,11981419,6325 FLORENCIA LN,6325 FLORENCIA LN,9/25/19,"Ram Foundations, Inc.",5122846049,184
DS,2019-010775 DS,12121838,70 RAINEY ST,70 RAINEY ST,8/18/19,"Lehne Construction, Inc.",5122638905,184
DS,2018-205391 DS,12096975,ROCKHARD - NEAL ST 3208 - Install Driveway,3208 NEAL ST,9/14/19,Rockhard Concrete LLC,5128017819,184
DS,2019-032391 DS,12147124,RANGEL - BACHMAN DR 11201 - DRIVEWAY INSTALLATION,11201 BACHMAN DR,9/30/19,"Rangel Concrete Co.LTD,",5122800995,184
DS,2019-017719 DS,12129815,BIG TEX - HEYWOOD DR 13913 - DRIVEWAY INSTALLATION,13913 HEYWOOD DR,10/2/19,"BIG TEX FOUNDATION, LLC",5125240383,185
DS,2018-006625 DS,11852517,EB CONSTRUCTION - 901 E 13TH ST - Install Driveway ,901 E 13TH ST,10/7/19,EB Construction,5126958332,185
DS,2019-026745 DS,12140453,CAPTEX CONCRETE - SHIVA KAMINI WAY 6812,6812 SHIVA KAMINI WAY,9/21/19,"Captex Concrete, LLC",5126102350,185
DS,2019-045986 DS,12163082,CIM - KNOCKFIN DR 7621 - D/W and S/W,7621 KNOCKFIN DR,10/5/19,"CIM Enterprises, Inc.",5126364711,185
DS,2018-196782 DS,12086634,1507 HILLMONT ST,1507 HILLMONT ST,5/19/19,JB CONCRETE SERVICES,5127319285,185
DS,2018-018761 DS,11867247,6001 FLORENCIA LN,6001 FLORENCIA LN,10/7/19,"Ram Foundations, Inc.",5122846049,185
DS,2019-012399 DS,12123647,RANGEL CONCRETE - 3509 BLAZEBY DR - Install Driveway/Sidewalk,3509 BLAZEBY DR,9/15/19,"Rangel Concrete Co.LTD,",5122800995,185
DS,2019-031460 DS,12146043,RANGEL - MARGARET JEWEL LN 9433,9433 MARGARET JEWEL LN,10/6/19,"Rangel Concrete Co.LTD,",5122800995,185
DS,2019-030043 DS,12144428,RANGEL - MARGARET JEWEL LN 9432,9432 MARGARET JEWEL LN,10/6/19,"Rangel Concrete Co.LTD,",5122800995,185
DS,2019-036851 DS,12152345,RANGEL - MARGARET JEWEL LN 9429,9429 MARGARET JEWEL LN,10/6/19,"Rangel Concrete Co.LTD,",5122800995,185
DS,2019-006470 DS,12116688,RANGEL - DEFENDER TRL 10824 - DW INSTALL,10824 DEFENDER TRL,9/29/19,"Rangel Concrete Co.LTD,",5122800995,185
DS,2019-017507 DS,12129573,RANGEL CONCRETE - 11021 DEFENDER TRL - Install Sidewalk/Driveway,11021 DEFENDER TRL,9/15/19,"Rangel Concrete Co.LTD,",5122800995,185
DS,2018-208906 DS,12101179,507 E 49TH ST,507 E 49TH ST,6/16/19,ICS Integrated Construction Services Inc,7136227460,186
DS,2018-135345 DS,12002674,APIS - ALEXANDRIA DR 4109,4109 ALEXANDRIA DR,7/22/19,All Points Inspection Services LLC,5122725056,186
DS,2018-119819 DS,11984890,APIS - ALEXANDRIA DR 4113,4113 ALEXANDRIA DR,7/21/19,All Points Inspection Services LLC,5122725056,186
DS,2019-046016 DS,12163119,CIM - BALLYDAWN DR 7600 - D/W and S/W,7600 BALLYDAWN DR,10/6/19,"CIM Enterprises, Inc.",5126364711,186
DS,2017-069549 DS,11735930,RLC - W 49TH 1200 BLK - DRIVEWAY INSTALLATION,1200-1313 W 49TH ST,9/22/19,Red Line Concrete LLC,5127880205,186
DS,2019-012297 DS,12123544,DELTA - LAVON BND 10524,10524 LAVON BND,10/8/19,Delta Concrete and Construction Services,5125687049,186
DS,2018-192318 DS,12081173,11001 AMERICAN MUSTANG LOOP,11001 AMERICAN MUSTANG LOOP,9/22/19,Rangel Foundations Inc.,5127485750,186
DS,2018-202333 DS,12093248,RIO - GRAYMONT DR 6509 - DRIVEWAY INSTALLATION,6509 GRAYMONT DR,9/30/19,"Rio Construction, Inc.",5124178809,186
DS,2018-181084 DS,12062014,G&P - ARBOR CREST LN 6217,6217 ARBOR CREST LN,10/8/19,G & P Contractors Inc,5123125800,186
DS,2018-174447 DS,12046069,G&P - ARBOR CREST LN 6117,6117 ARBOR CREST LN,10/8/19,G & P Contractors Inc,5123125800,186
DS,2019-010597 DS,12121513,RANGEL CONCRETE - 3312 BLAZEBY DR - Install Sidewalk/Driveway,3312 BLAZEBY DR,9/16/19,"Rangel Concrete Co.LTD,",5122800995,186
DS,2018-198875 DS,12089135,RANGEL  - GONZALES RANGER PASS 10917,10917 GONZALES RANGER PASS,9/1/19,"Rangel Concrete Co.LTD,",5122800995,186
DS,2018-005410 DS,11851048,PCW - BRIDLE PATH 2604 - DRIVEWAY INSTALLATION,2604 BRIDLE PATH,9/28/19,"PCW Construction, Inc.",5122336161,186
DS,2019-033213 DS,12148130,RANGEL - BLAZEBY DR 3513 - DRIVEWAY INSTALLATION,3513 BLAZEBY DR,10/2/19,"Rangel Concrete Co.LTD,",5122800995,186
DS,2019-010523 DS,12121414,RANGEL CONCRETE - 3304 BLAZEBY DR - Install Driveway / Sidewalk,3304 BLAZEBY DR,9/16/19,"Rangel Concrete Co.LTD,",5122800995,186
DS,2019-010525 DS,12121420,RANGEL CONCRETE - 3308 BLAZEBY DR - Install Sidewalk/Driveway,3308 BLAZEBY DR,9/16/19,"Rangel Concrete Co.LTD,",5122800995,186
DS,2016-080459 DS,11561619,2817 CASTRO ST,2817 CASTRO ST,1/18/17,Forever Concrete LLC,5125637111,187
DS,2016-111760 DS,11598910,RAM - TOSCANA AVE 6100 - SIDEWALK,6100 TOSCANA AVE,8/6/19,"Ram Foundations, Inc.",5122846049,187
DS,2018-202335 DS,12093254,RIO - GRAYMONT DR 6505 - DRIVEWAY INSTALLATION,6505 GRAYMONT DR,10/7/19,"Rio Construction, Inc.",5124178809,187
DS,2019-017172 DS,12129149,RANGEL CONCRETE - 3300 BLAZEBY DR - Install Driveway / Sidewalk,3300 BLAZEBY DR,9/17/19,"Rangel Concrete Co.LTD,",5122800995,187
DS,2018-188475 DS,12076733,3007 RIVERCREST DR,3007 RIVERCREST DR,5/13/19,IAG Concrete Services,5123673434,187
DS,2019-017157 DS,12129128,KBC - BOYLE DR 7120,7120 BOYLE DR,8/31/19,KB Concrete,5128484605,187
DS,2019-025089 DS,12138556,CMI - SCREECH OWL DR 900 - D/W and S/W,900 SCREECH OWL DR,10/7/19,"CIM Enterprises, Inc.",5126364711,187
DS,2019-024717 DS,12138135,ABC - GLENVIEW AVE 3103,3103 GLENVIEW AVE,8/21/19,"AB Cement, LLC",5127652424,187
DS,2019-024556 DS,12137949,Nietos Concrete - CLAIRE AVE 1108 ,1100-1211 CLAIRE AVE,8/21/19,Nietos Concrete,5125638929,187
DS,2019-044199 DS,12161004,DELTA - LAVON BND 10403,10403 LAVON BND,10/9/19,Delta Concrete and Construction Services,5125687049,187
DS,2019-010312 DS,12121136,DELTA  - TIPPYS TER 15712,15712 TIPPYS TER,10/9/19,Delta Concrete and Construction Services,5125687049,187
DS,2018-202332 DS,12093243,RIO - GRAYMONT DR 6521 - DRIVEWAY INSTALLATION,6521 GRAYMONT DR,10/2/19,"Rio Construction, Inc.",5124178809,188
DS,2019-013622 DS,12125003,RIO - GRAYMONT DR 6517 - DRIVEWAY INSTALLATION,6517 GRAYMONT DR,10/2/19,"Rio Construction, Inc.",5124178809,188
DS,2018-116955 DS,11981469,BLANCO - ARCILLA ST 1502 - DRIVEWAY INSTALLATION,1502 ARCILLA ST,10/8/19,"Blanco Concrete, LLC",5122669998,188
DS,2018-153931 DS,12022509,BLANCO - 6709 KALAHARI DR - Install Sidewalk and Driveway,6709 KALAHARI DR,10/8/19,"Blanco Concrete, LLC",5122669998,188
DS,2018-185909 DS,12073907,BLANCO -  ARCILLA ST 1501 - DRIVEWAY INSTALLATION,1501 ARCILLA ST,10/8/19,"Blanco Concrete, LLC",5122669998,188
DS,2019-050144 DS,12168182,RANGEL - FORT DESSAU RD 1509 - DRIVEWAY INSTALLATION,1509 FORT DESSAU RD,10/9/19,"Rangel Concrete Co.LTD,",5122800995,188
DS,2018-096447 DS,11957254,DICKEY - E 6TH ST 2512 - DRIVEWAY INSTALLATION,2512 E 6TH ST,10/8/19,"Dickey & Son Concrete, Inc",51225296362011,188
DS,2018-128823 DS,11995298,3927 BALCONES DR,3927 BALCONES DR,9/23/19,"Zuggy, Inc. DBA Texas Green Builders",5128483500,188
DS,2017-128412 DS,11805108,BIG TEX FOUNDATION - 7921 ORISHA DR - Install Driveway,7921 ORISHA DR,10/8/19,"BIG TEX FOUNDATION, LLC",5125240383,188
DS,2018-181551 DS,12062565,TOL - BEN HOWELL DR 209 - DRIVEWAY INSTALLATION,209 BEN HOWELL DR,10/2/19,Texas Outdoor Living,5129945423,188
DS,2019-046300 DS,12163466,TOL - BEN HOWELL DR 209 - DRIVEWAY INSTALLATION,209 BEN HOWELL DR,10/2/19,Texas Outdoor Living,5129945423,188
DS,2018-082080 DS,11941017,RRL&L - BELMONT CIR 3001,3001 BELMONT CIR,10/1/19,"River Rock Lawn and Landscaping, LLC",5126334085,188
DS,2019-035612 DS,12150930,CIM - SCREECH OWL DR 802 - D/W and S/W,802 SCREECH OWL DR,10/8/19,"CIM Enterprises, Inc.",5126364711,188
DS,2019-035602 DS,12150900,CIM - PEREGRINE DR 14804 - D/W and S/W,14804 PEREGRINE DR,10/8/19,"CIM Enterprises, Inc.",5126364711,188
DS,2019-039661 DS,12155694,600-615 W 22ND ST,600-615 W 22ND ST,10/9/19,"Myers Concrete Construction, LP",5128479834,188
DS,2019-038400 DS,12154186,2200 NUECES ST,2200 NUECES ST,10/9/19,"Myers Concrete Construction, LP",5128479834,188
DS,2018-182585 DS,12063755,RIO - FORESTON DR 13105 - DRIVEWAY INSTALLATION,13105 FORESTON DR,10/9/19,"Rio Construction, Inc.",5124178809,189
DS,2019-038665 DS,12154525,RANGEL - RANCHITO DR 7112 - DRIVEWAY INSTALLATION,7112 RANCHITO DR,10/8/19,"Rangel Concrete Co.LTD,",5122800995,189
DS,2018-168847 DS,12039733,FCW - DURNESS DR 909 - DRIVEWAY INSTALLATION,909 DURNESS DR,9/11/19,Flecha's Concrete Works LLC,5127019080,189
DS,2018-126972 DS,11993122,DB CONCRETE - WEST FRANCES PL 5008,5008 WEST FRANCES PL,10/9/19,"DB Concrete, LLC",5127841047,189
DS,2019-045968 DS,12163055,KBC - PEQUENO ST 1913 - D/W,1913 PEQUENO ST,10/9/19,KB Concrete,5128484605,189
DS,2019-042784 DS,12159327,JUAN FRANCISCO - NORTHEAST DR 3212 - DRIVE INSTALLATION,3212 NORTHEAST DR,9/25/19,,5125634590,189
DS,2019-050486 DS,12168594,PRUNEDA - WEST FRANCES PL 5021 - DRIVEWAY INSTALLATION,5021 WEST FRANCES PL,10/9/19,Pruneda Construction,5127381260,189
DS,2019-007564 DS,12117941,CL WEST - BOYLE DR 7220 - DRIVEWAY INSTALLATION,7220 BOYLE DR,10/7/19,CL West  Construction LLC,5122164992,189
DS,2019-046662 DS,12163951,AZAVACHE - ELEANOR ST 1225 - DRIVEWAY INSTALLATION,1225 ELEANOR ST,10/8/19,Azavache Concrete,5128453188,189
DS,2019-017310 DS,12129331,BLANCO - GLOBE MALLOW 4913 - DRIVEWAY INSTALLATION,4913 GLOBE MALLOW DR,10/9/19,"Blanco Concrete, LLC",5122669998,190
DS,2019-009314 DS,12120002,RANGEL - DEFENDER TRL 10801 - DRIVEWAY INSTALLATION,10801 DEFENDER TRL,10/6/19,"Rangel Concrete Co.LTD,",5122800995,190
DS,2019-034952 DS,12150187,ENA - S HEATHERWILDE BLVD 1600 BLK - DRIVEWAY INSTALLATION,1600-1722 S HEATHERWILDE BLVD,10/9/19,ENA Concrete Inc,7138057047,190
DS,2018-099440 DS,11961593,PCC - THERESA AVE 703 - DRIVEWAY ONLY,703 THERESA AVE,9/25/19,PC Concrete,5127848373,190
DS,2018-163233 DS,12033362,CBC - IRMA DR 601,601 IRMA DR,10/9/19,Clifton Bolden Contractor,5129171733,190
DS,2018-114449 DS,11978434,RAM - 6217 SEVILLE DR - Install Sidewalk,6217 SEVILLE DR,10/9/19,"Ram Foundations, Inc.",5122846049,191
DS,2018-119072 DS,11983964,RAM - 6021 FLORENCIA LN - Install Sidewalk,6021 FLORENCIA LN,10/9/19,"Ram Foundations, Inc.",5122846049,191
DS,2018-201132 DS,12091862,Blanco Concrete - DENIA DR 6725,6725 DENIA DR,9/11/19,"Blanco Concrete, LLC",5122669998,191
DS,2019-029701 DS,12143992,RANGEL - GONZALES RANGER PASS 10804 - DRIVEWAY INSTALLATION,10804 GONZALES RANGER PASS,10/7/19,"Rangel Concrete Co.LTD,",5122800995,191
DS,2019-000125 DS,12109630,RANGEL - DEFENDER TRL 10912 - DRIVEWAY INSTALLATION,10912 DEFENDER TRL,10/7/19,"Rangel Concrete Co.LTD,",5122800995,191
DS,2019-006468 DS,12116682,RANGEL - DEFENDER TRL 10904 - DRIVEWAY INSTALLATION,10904 DEFENDER TRL,10/7/19,"Rangel Concrete Co.LTD,",5122800995,191
DS,2019-049024 DS,12166794,J3 CONCRETE - 3714 BONNIE ROAD - Install Driveway to secondary dwelling,3714 BONNIE RD,10/9/19,J3 Concrete LLC,5129147766,191
DS,2019-048944 DS,12166713,J3 CONCRETE - 3714 BONNIE ROAD - Install Driveway to primary dwelling,3714 BONNIE RD,10/9/19,J3 Concrete LLC,5129147766,191
DS,2019-040185 DS,12156295,JFB - BRIARGROVE DR 2500 blk - walkway repair,2400-2516 BRIARGROVE DR,10/6/19,JFB Concrete,5122039302,191
DS,2019-042168 DS,12158621,JFB - OVERBROOK DR 5600 BLK - WALKWAY REPAIR,5603 OVERBROOK DR,10/6/19,JFB Concrete,5122039302,191
DS,2018-211664 DS,12104741,CL WEST - FARRELL GLEN DR 6516 - DRIVEWAY INSTALLATION,6516 FARRELL GLEN DR,10/9/19,CL West  Construction LLC,5122164992,191
DS,2018-215515 DS,12109213,DELTA  - LAVON BEND 10620 - DRIVEWAY INSTALLATION,10620 LAVON BND,10/5/19,Delta Concrete and Construction Services,5125687049,191
DS,2018-136675 DS,12004209,G&P CONTRACTORS - CHARLES MERLE DR 5713,5713 CHARLES MERLE DR,8/19/19,G & P Contractors Inc,5123125800,192
DS,2019-027506 DS,12141334,RANGEL - DEFENDER TRL 10809 - DRIVEWAY INSTALLATION,10809 DEFENDER TRL,10/8/19,"Rangel Concrete Co.LTD,",5122800995,192
DS,2019-009589 DS,12120321,RANGEL - DEFENDER TRL 10916 - DRIVEWAY INSTALLATION,10916 DEFENDER TRL,10/8/19,"Rangel Concrete Co.LTD,",5122800995,192
DS,2019-009292 DS,12119972,RANGEL - DEFENDER TRL 10813 - DRIVEWAY INSTALLATION,10813 DEFENDER TRL,10/8/19,"Rangel Concrete Co.LTD,",5122800995,192
DS,2019-000751 DS,12110421,RANGEL CONCRETE - 10816 DEFENDER TRL - Install Driveway / Sidewalk,10816 DEFENDER TRL,9/22/19,"Rangel Concrete Co.LTD,",5122800995,192
DS,2018-210242 DS,12102783,RANGLE CONCRETE - 10808 DEFENDER TRL - Install Driveway/Sidewalk,10808 DEFENDER TRL,9/22/19,"Rangel Concrete Co.LTD,",5122800995,192
DS,2018-065090 DS,11920613,PURE DESIGN BUILD - CEDARVIEW DR 2604,2604 CEDARVIEW DR,10/5/19,Derek Demere DBA Pure Design Build,5125852010,192
DS,2018-202996 DS,12094036,RIO - GRAYMONT DR 6513 - DRIVEWAY INSTALLATION,6513 GRAYMONT DR,9/22/19,"Rio Construction, Inc.",5124178809,192
DS,2018-018323 DS,11866503,4500 UPVALLEY CT,4500 UPVALLEY CT,7/21/19,"Stewart Builders, Inc. DBA Keystone Concrete Placement",5129313033,192
DS,2019-004982 DS,12114903,RANGEL - DEFENDER TRL 10805 - DRIVEWAY INSTALLATION,10805 DEFENDER TRL,10/9/19,"Rangel Concrete Co.LTD,",5122800995,193
